title,director,year,runtime,genres,strands,description,synopsis,languages,session_date,session_venue,session_time,film_url
Good Boy,Ben Leonberg,2025,73 mins,"Comedy, Horror",Night Shift,Find out what your pet is always staring at in that empty corner of the room in this haunted-house horror told entirely from a dog’s perspective.,"Indy the retriever and his human, Todd, leave the bustle of the city behind to move to a dilapidated country cabin that Todd’s grandfather once owned. But from the moment they arrive, Indy can sense something’s off: he sniffs out a malevolent presence lurking in the shadows, and growls at looming dark figures in the woods. At night, his doggy dreams are haunted by visions of an unfamiliar phantom pooch with an urgent warning.",English,16 Aug,Hoyts 8/10,6:45pm,https://miff.com.au/program/film/good-boy
Murmuration,Janneke Swinkels,2025,12 mins,Animation,,"Trapped in a nursing home – a place of bingo, pills, dentures and dementia – an elderly man starts to wish he were one of the birds outside.","Marrying a documentary-like depiction of nursing-home life with a magical-realist portrait of human-to-avian transformation, this symbolic fable fashions an immaculate stop-motion world of hand-stitched puppets and fabric environments.",No Dialogue,9 Aug,ACMI 1,4:00pm,https://miff.com.au/program/film/murmuration
Murmuration,Janneke Swinkels,2025,12 mins,Animation,,"Trapped in a nursing home – a place of bingo, pills, dentures and dementia – an elderly man starts to wish he were one of the birds outside.","Marrying a documentary-like depiction of nursing-home life with a magical-realist portrait of human-to-avian transformation, this symbolic fable fashions an immaculate stop-motion world of hand-stitched puppets and fabric environments.",No Dialogue,17 Aug,ACMI 1,11:00am,https://miff.com.au/program/film/murmuration
Fiume o morte!,Igor Bezinović,2025,112 mins,"Documentary, Experimental","Doc Visions, MIFF Online","In this form-defying, vividly entertaining Rotterdam Tiger Award winner, citizens relive the strange post-WWI dictatorship that befell their city.","Following the conclusion of World War I, Gabriele D’Annunzio – a celebrated officer of the Royal Italian Army, as well as a renowned poet and playwright – decided to seize and annex the seaport city of Fiume (now Rijeka in Croatia). For some, D’Annunzio was a pro-Italian romantic; for others, an authoritarian seduced by the nationalism that swept postwar Italy. Whatisn’tin question is that he contributed substantially to the birth of fascism as we know it today, with his 16-month occupation and dictatorial rule of Fiume from 1919 to 1920 admired by Benito Mussolini and used as a template of darker things to come.","Italian, Croatian",20 Aug,ACMI 2,8:45pm,https://miff.com.au/program/film/fiume-o-morte
Fiume o morte!,Igor Bezinović,2025,112 mins,"Documentary, Experimental","Doc Visions, MIFF Online","In this form-defying, vividly entertaining Rotterdam Tiger Award winner, citizens relive the strange post-WWI dictatorship that befell their city.","Following the conclusion of World War I, Gabriele D’Annunzio – a celebrated officer of the Royal Italian Army, as well as a renowned poet and playwright – decided to seize and annex the seaport city of Fiume (now Rijeka in Croatia). For some, D’Annunzio was a pro-Italian romantic; for others, an authoritarian seduced by the nationalism that swept postwar Italy. Whatisn’tin question is that he contributed substantially to the birth of fascism as we know it today, with his 16-month occupation and dictatorial rule of Fiume from 1919 to 1920 admired by Benito Mussolini and used as a template of darker things to come.","Italian, Croatian",24 Aug,Kino 1,6:45pm,https://miff.com.au/program/film/fiume-o-morte
Fiume o morte!,Igor Bezinović,2025,112 mins,"Documentary, Experimental","Doc Visions, MIFF Online","In this form-defying, vividly entertaining Rotterdam Tiger Award winner, citizens relive the strange post-WWI dictatorship that befell their city.","Following the conclusion of World War I, Gabriele D’Annunzio – a celebrated officer of the Royal Italian Army, as well as a renowned poet and playwright – decided to seize and annex the seaport city of Fiume (now Rijeka in Croatia). For some, D’Annunzio was a pro-Italian romantic; for others, an authoritarian seduced by the nationalism that swept postwar Italy. Whatisn’tin question is that he contributed substantially to the birth of fascism as we know it today, with his 16-month occupation and dictatorial rule of Fiume from 1919 to 1920 admired by Benito Mussolini and used as a template of darker things to come.","Italian, Croatian",24 Aug,MIFF Online (Streaming),11:00pm,https://miff.com.au/program/film/fiume-o-morte
Philip Brophy Restorations,Philip Brophy,2024,102 mins,"Comedy, Experimental",Restorations,Purge your body of the foul present day and immerse yourself afresh in 1980s Melbourne with two seminal films from a legendary experimentalist.,"Before 1977, dancing and the rock-music subculture were like Clifton Hill and St Kilda – separated by a river of noise. But as Melbourne took a punt on punk, new wave, new romanticism and electro, music/art/film/academic polymath Philip Brophy was mapping liminal spaces. InNo Dance(MIFF 1987), he collects pocket ‘portraits’ of record buyers and listeners, breakdancers and pogo-stick jumpers, a radio DJ and a drum-machine programmer. Brophy’s fascination with bodies seeps through to his follow-up featuretteSalt, Saliva, Sperm and Sweat(MIFF 1988), where a yuppie writer and his co-workers spend four days tasting and digesting, spitting profanities, gratifying sexual urges, and indulging appetites for violence.",English,21 Aug,ACMI 2,9:30pm,https://miff.com.au/program/film/philip-brophy-restorations
Philip Brophy Restorations,Philip Brophy,2024,102 mins,"Comedy, Experimental",Restorations,Purge your body of the foul present day and immerse yourself afresh in 1980s Melbourne with two seminal films from a legendary experimentalist.,"Before 1977, dancing and the rock-music subculture were like Clifton Hill and St Kilda – separated by a river of noise. But as Melbourne took a punt on punk, new wave, new romanticism and electro, music/art/film/academic polymath Philip Brophy was mapping liminal spaces. InNo Dance(MIFF 1987), he collects pocket ‘portraits’ of record buyers and listeners, breakdancers and pogo-stick jumpers, a radio DJ and a drum-machine programmer. Brophy’s fascination with bodies seeps through to his follow-up featuretteSalt, Saliva, Sperm and Sweat(MIFF 1988), where a yuppie writer and his co-workers spend four days tasting and digesting, spitting profanities, gratifying sexual urges, and indulging appetites for violence.",English,22 Aug,ACMI 2,11:15pm,https://miff.com.au/program/film/philip-brophy-restorations
MIFF x Birrarangga FF: Free Leonard Peltier Special Screening,David France,2025,110 mins,Documentary,"Documentaries, Special Events","Premiering at Sundance and winning three awards at the Thessaloniki Documentary Film Festival, this rousing film charts the 50-year fight to release an icon of Native American activism from prison.","In 1975, Ojibwe/Lakota activist Leonard Peltier was involved in a shootout on the Pine Ridge Indian Reservation in South Dakota that resulted in the deaths of two FBI agents and one Indigenous man. After a highly contentious trial involving evidence withholding and witness coercion, Peltier was convicted of murdering the FBI agents. Over the 50 years he spent in prison, Peltier maintained his innocence as many fought for his freedom, including generations of Native Americans as well as public figures like Nelson Mandela, Marlon Brando and Pope Francis.",English,16 Aug,ACMI 1,12:15pm,https://miff.com.au/program/film/miff-x-birrarangga-ff-free-leonard-peltier-special-screening
MIFF x Birrarangga FF: Free Leonard Peltier Special Screening,David France,2025,110 mins,Documentary,"Documentaries, Special Events","Premiering at Sundance and winning three awards at the Thessaloniki Documentary Film Festival, this rousing film charts the 50-year fight to release an icon of Native American activism from prison.","In 1975, Ojibwe/Lakota activist Leonard Peltier was involved in a shootout on the Pine Ridge Indian Reservation in South Dakota that resulted in the deaths of two FBI agents and one Indigenous man. After a highly contentious trial involving evidence withholding and witness coercion, Peltier was convicted of murdering the FBI agents. Over the 50 years he spent in prison, Peltier maintained his innocence as many fought for his freedom, including generations of Native Americans as well as public figures like Nelson Mandela, Marlon Brando and Pope Francis.",English,18 Aug,Kino 1,6:00pm,https://miff.com.au/program/film/miff-x-birrarangga-ff-free-leonard-peltier-special-screening
Marlon Williams: Two Worlds - Ngā Ao E Rua,Ursula Grace Williams,2024,92 mins,Documentary,Music on Film,"One of Aotearoa’s most beloved artists, Marlon Williams, sets out on his most ambitious musical project yet: creating an album sung entirely in te reo Māori.","Feeling burnt out from the touring cycle, acclaimed New Zealand musician and actor Marlon Williams (Bad Behaviour, MIFF 2023) returns to his quiet coastal hometown of Ōhinehou/Lyttelton to work on a life- and career-changing undertaking: recording an album,Te Whare Tīwekaweka, in his ancestral language of te reo Māori. Using song to explore his split cultural identity – part pakeha, part Māori, from both Ngāi Tahu and Ngāi Tai iwi – the project finds Williams reconnecting with his heritage, deepening his community and reclaiming his reo, as he puts something “flawed and searching and naive and brave” out into the world.","English, Māori",10 Aug,The Astor Theatre,7:30pm,https://miff.com.au/program/film/marlon-williams-two-worlds-nga-ao-e-rua
